ID_PARCEL;SURF_PARC;CODE_CULTU;CODE_GROUP;TYPE;ID_EXPL;EPAIS;MAXSTORAGE;RU;ARGILE;LIMON;SABLE;CONDHYDRO;FILTSOIL;TYPESOIL;CODE_ASA;ID_CULTU;ID_TYPE;ID_TYPESOI;ID_ASA;ID_FARM;CLASS_CULT
395071;1,86;BTH;1;0;005-16269;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;1;0;3;0;9;8
395152;0,53;BTH;1;0;005-16269;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;1;0;3;0;9;8
374944;1,5;EPE;4;0;005-15487;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;28;0;3;0;3;8
375025;1,06;BTH;1;0;005-15487;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;1;0;1;0;3;8
374957;0,99;PPH;18;0;005-15487;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;149;0;3;0;3;4
374953;1,06;PTR;19;0;005-15487;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;151;0;3;0;3;4
374950;0,34;PTR;19;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;151;0;3;0;16;4
374959;0,12;PPH;18;0;005-15487;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;149;0;1;0;3;4
374942;0,28;PPH;18;0;005-15820;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;149;0;1;0;6;4
374946;0,4;PPH;18;0;005-15487;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;149;0;1;0;3;4
405604;0,73;PRL;18;0;005-15895;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;7;4
405602;0,18;PRL;18;0;005-15895;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;7;4
405603;0,73;PRL;18;0;005-15895;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;150;0;3;0;7;4
412180;0,5;MLG;16;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;118;0;3;0;14;2
412430;10,32;PPH;18;0;005-16147;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;149;0;3;0;8;4
412438;1,95;PPH;18;0;005-16147;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;149;0;1;0;8;4
420516;0,19;PTR;19;0;005-16465;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;151;0;1;0;11;4
420609;0,93;TR6;16;0;005-16465;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;138;0;1;0;11;2
420597;0,28;EPE;4;0;005-16465;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;28;0;3;0;11;8
420596;0,09;PTR;19;0;005-16465;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;151;0;3;0;11;4
420675;0,3;EPE;4;0;005-16465;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;28;0;3;0;11;8
420428;0,22;PPH;18;0;005-16465;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;149;0;3;0;11;4
420429;2,29;LU6;16;0;005-16465;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;103;0;1;0;11;2
420590;1,43;LU6;16;0;005-16479;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;103;0;1;0;12;2
420605;0,28;LU6;16;0;005-16465;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;103;0;3;0;11;2
420604;0,51;LU6;16;0;005-16465;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;103;0;1;0;11;2
420611;1,22;LU6;16;0;005-16465;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;103;0;1;0;11;2
420588;1,49;LU6;16;0;005-16465;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;103;0;1;0;11;2
430853;18,08;BOP;17;0;005-15698;44,4;195,8;59,0;27,3;47,8;10,0;3136,2;0;LIMON;0;146;0;1;0;4;1
9471070;182,34;BOP;17;0;005-15698;44,4;195,8;59,0;27,3;47,8;10,0;3136,2;0;LIMON;0;146;0;1;0;4;1
430854;8,35;SPH;17;0;005-15698;44,4;195,8;59,0;27,3;47,8;10,0;3136,2;0;LIMON;0;147;0;1;0;4;1
377139;0,09;BOP;17;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;16;1
377137;0,12;BOP;17;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;16;1
377138;1,82;PPH;18;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;149;0;1;0;16;4
9471171;0,58;SPH;17;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;147;0;3;0;16;1
369098;1,22;PRL;18;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;14;4
369383;1,72;PTR;19;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;151;0;1;0;14;4
369384;12,61;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369282;0,31;TTH;4;0;005-16774;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;35;0;1;0;15;8
369195;1,38;BTH;1;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;1;0;1;0;14;8
369194;0,4;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369368;0,1;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369187;0,71;BTH;1;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;1;0;1;0;14;8
369277;0,51;PRL;18;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;14;4
9471196;0,64;ORH;3;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;6;0;1;0;14;8
369101;0,05;ORH;3;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;6;0;1;0;14;8
369272;0,62;TTH;4;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;35;0;3;0;14;8
369273;1,64;PTR;19;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;151;0;3;0;14;4
369292;0,16;PRL;18;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;2;4
369293;16,13;BOP;17;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;146;0;3;0;14;1
